TextCodePK,n_sentences,n_tokens,Is_Explicit,N_Swear_Words_IT,N_Swear_Words_EN
TXT0809,79.0,683.0,,,
TXT0810,52.0,589.0,,,
TXT0811,66.0,479.0,,,
TXT0812,68.0,712.0,,,
TXT0813,85.0,599.0,,,
TXT0814,61.0,521.0,,,
TXT0815,64.0,540.0,,,
TXT0816,77.0,572.0,,,
TXT0817,56.0,496.0,,,
TXT0818,93.0,755.0,,,
TXT0819,68.0,619.0,,,
TXT0820,48.0,429.0,,,
TXT0821,56.0,397.0,,,
TXT0822,76.0,660.0,,,
TXT0823,80.0,847.0,,,
TXT0824,72.0,690.0,,,
TXT0825,90.0,833.0,,,
TXT0826,44.0,429.0,,,
TXT0827,60.0,652.0,,,
TXT0828,60.0,605.0,,,
TXT0829,66.0,539.0,,,
TXT0830,87.0,746.0,,,
TXT0831,69.0,668.0,,,
TXT0832,51.0,490.0,,,
TXT0833,50.0,489.0,,,
TXT0834,59.0,509.0,,,
TXT0835,53.0,442.0,,,
TXT0836,74.0,559.0,,,
TXT0837,65.0,500.0,,,
TXT0838,66.0,608.0,,,
TXT0839,59.0,568.0,,,
TXT0840,56.0,500.0,,,
TXT0841,58.0,564.0,,,
TXT0842,90.0,770.0,,,
TXT0843,55.0,443.0,,,
TXT0844,41.0,463.0,,,
TXT0845,80.0,515.0,,,
TXT0846,55.0,474.0,,,
TXT0847,56.0,423.0,,,
TXT0848,60.0,576.0,,,
TXT0849,52.0,645.0,,,
TXT0850,43.0,499.0,,,
TXT0851,43.0,399.0,,,
TXT0852,59.0,536.0,,,
TXT0853,60.0,621.0,,,
TXT0854,67.0,570.0,,,
TXT0855,84.0,879.0,,,
TXT0856,52.0,426.0,,,
TXT0857,40.0,397.0,,,
TXT0858,61.0,647.0,,,
TXT0859,59.0,431.0,,,
TXT0860,75.0,529.0,,,
TXT0861,67.0,541.0,,,
TXT0862,68.0,628.0,,,
TXT0863,75.0,786.0,,,
TXT0864,81.0,793.0,,,
TXT0865,67.0,495.0,,,
TXT0866,75.0,669.0,,,
TXT0867,63.0,512.0,,,
TXT0868,76.0,697.0,,,
TXT0869,60.0,575.0,,,
TXT0870,76.0,815.0,,,
TXT0871,72.0,557.0,,,
TXT0872,68.0,631.0,,,
TXT0873,56.0,451.0,,,
TXT0874,35.0,285.0,,,
TXT0875,73.0,682.0,,,
TXT0876,72.0,591.0,,,
TXT0877,73.0,590.0,,,
TXT0878,59.0,680.0,,,
TXT0879,50.0,526.0,,,
TXT0880,60.0,547.0,,,
TXT0881,81.0,707.0,,,
TXT0882,55.0,556.0,,,
TXT0883,52.0,515.0,,,
TXT0884,47.0,503.0,,,
TXT0885,51.0,447.0,,,
TXT0886,62.0,521.0,,,
TXT0887,52.0,457.0,,,
TXT0888,75.0,595.0,,,
TXT0889,50.0,474.0,,,
TXT0890,58.0,440.0,,,
TXT0891,58.0,604.0,,,
TXT0892,54.0,384.0,,,
TXT0893,61.0,442.0,,,
TXT0894,45.0,422.0,,,
TXT0895,55.0,484.0,,,
TXT0896,69.0,562.0,,,
TXT0897,76.0,515.0,,,
TXT0898,63.0,522.0,,,
TXT0899,40.0,329.0,,,
TXT0900,78.0,594.0,,,
TXT0901,63.0,534.0,,,
TXT0902,46.0,422.0,,,
TXT0903,80.0,514.0,,,
TXT0904,49.0,454.0,,,
TXT0905,71.0,620.0,,,
TXT0906,77.0,748.0,,,
TXT0907,61.0,605.0,,,
TXT0908,59.0,593.0,,,
TXT0909,59.0,599.0,,,
TXT0910,59.0,471.0,,,
TXT0911,46.0,412.0,,,
TXT0912,58.0,492.0,,,
TXT0913,60.0,457.0,,,
TXT0914,35.0,309.0,,,
TXT0915,46.0,412.0,,,
TXT0916,64.0,764.0,,,
TXT0917,75.0,639.0,,,
TXT0918,84.0,638.0,,,
TXT0919,63.0,593.0,,,
TXT0920,12.0,249.0,,,
TXT0921,69.0,851.0,,,
TXT0922,53.0,612.0,,,
TXT0923,79.0,538.0,,,
TXT0924,60.0,476.0,,,
TXT0925,62.0,538.0,,,
TXT0926,66.0,670.0,,,
TXT0927,59.0,537.0,,,
TXT0928,75.0,620.0,,,
TXT0929,50.0,471.0,,,
TXT0930,79.0,652.0,,,
TXT0931,111.0,937.0,,,
TXT0932,63.0,509.0,,,
TXT0933,48.0,440.0,,,
TXT0934,85.0,793.0,,,
TXT0935,53.0,583.0,,,
TXT0936,50.0,408.0,,,
TXT0937,72.0,591.0,,,
TXT0938,50.0,420.0,,,
TXT0939,69.0,336.0,,,
TXT0940,51.0,471.0,,,
TXT0941,58.0,553.0,,,
TXT0942,54.0,543.0,,,
TXT0943,32.0,314.0,,,
TXT0944,88.0,807.0,,,
TXT0945,72.0,541.0,,,
TXT0946,55.0,573.0,,,
TXT0947,66.0,497.0,,,
TXT0948,75.0,662.0,,,
TXT0949,113.0,980.0,,,
TXT0950,62.0,425.0,,,
TXT0951,65.0,483.0,,,
TXT0952,61.0,502.0,,,
TXT0953,73.0,661.0,,,
TXT0954,71.0,412.0,,,
TXT0955,85.0,627.0,,,
TXT0956,48.0,429.0,,,
TXT0957,77.0,663.0,,,
TXT0958,82.0,746.0,,,
TXT0959,65.0,602.0,,,
TXT0960,49.0,411.0,,,
TXT0961,62.0,455.0,,,
TXT0962,53.0,415.0,,,
TXT0963,68.0,549.0,,,
TXT0964,76.0,664.0,,,
TXT0965,4.0,27.0,,,
TXT0966,68.0,587.0,,,
TXT0967,83.0,567.0,,,
TXT0968,15.0,82.0,,,
TXT0969,70.0,689.0,,,
TXT0970,75.0,691.0,,,
TXT0971,95.0,707.0,,,
TXT0972,47.0,428.0,,,
TXT0973,56.0,504.0,,,
TXT0974,65.0,490.0,,,
TXT0975,69.0,622.0,,,
TXT0976,52.0,487.0,,,
TXT0977,86.0,890.0,,,
TXT0978,97.0,625.0,,,
TXT0979,49.0,382.0,,,
TXT0980,65.0,556.0,,,
TXT0981,62.0,566.0,,,
TXT0982,55.0,758.0,,,
TXT0983,79.0,671.0,,,
TXT0984,65.0,530.0,,,
TXT0985,66.0,768.0,,,
TXT0986,90.0,790.0,,,
TXT0987,65.0,847.0,,,
TXT0988,113.0,945.0,,,
TXT0989,70.0,622.0,,,
TXT0990,70.0,567.0,,,
TXT0991,68.0,678.0,,,
TXT0992,69.0,530.0,,,
TXT0993,60.0,654.0,,,
TXT0994,62.0,626.0,,,
TXT0995,82.0,768.0,,,
TXT0996,26.0,196.0,,,
TXT0997,71.0,424.0,,,
TXT0998,76.0,608.0,,,
TXT0999,84.0,605.0,,,
TXT1000,77.0,664.0,,,
TXT1001,78.0,785.0,,,
TXT1002,65.0,579.0,,,
TXT1003,68.0,567.0,,,
TXT1004,67.0,649.0,,,
TXT1005,47.0,316.0,,,
TXT1006,88.0,679.0,,,
TXT1007,36.0,343.0,,,
TXT1008,89.0,788.0,,,
TXT1009,53.0,425.0,,,
TXT1010,48.0,459.0,,,
TXT1011,44.0,437.0,,,
TXT1012,50.0,496.0,,,
TXT1013,133.0,959.0,,,
TXT1014,63.0,528.0,,,
TXT1015,67.0,740.0,,,
TXT1016,33.0,301.0,,,
TXT1017,43.0,349.0,,,
TXT1018,25.0,215.0,,,
TXT1019,56.0,492.0,,,
TXT1020,73.0,605.0,,,
TXT1021,80.0,695.0,,,
TXT1022,54.0,369.0,,,
TXT1023,57.0,571.0,,,
TXT1024,53.0,370.0,,,
TXT1025,99.0,830.0,,,
TXT1026,62.0,609.0,,,
TXT1027,74.0,718.0,,,
TXT1028,48.0,468.0,,,
TXT1029,33.0,237.0,,,
TXT1030,59.0,595.0,,,
TXT1031,48.0,422.0,,,
TXT1032,69.0,696.0,,,
TXT1033,25.0,213.0,,,
TXT1034,50.0,543.0,,,
TXT1035,77.0,634.0,,,
TXT1036,69.0,454.0,,,
TXT1037,62.0,476.0,,,
TXT1038,51.0,502.0,,,
TXT1039,68.0,529.0,,,
TXT1040,64.0,582.0,,,
TXT1041,44.0,320.0,,,
TXT1042,48.0,496.0,,,
TXT1043,42.0,375.0,,,
TXT1044,44.0,348.0,,,
TXT1045,85.0,780.0,,,
TXT1046,57.0,443.0,,,
TXT1047,61.0,479.0,,,
TXT1048,45.0,380.0,,,
TXT1049,78.0,594.0,,,
TXT1050,61.0,474.0,,,
TXT1051,64.0,553.0,,,
TXT1052,59.0,588.0,,,
TXT1053,32.0,216.0,,,
TXT1054,57.0,525.0,,,
TXT1055,24.0,180.0,,,
TXT1056,73.0,661.0,,,
TXT1057,75.0,560.0,,,
TXT1058,16.0,162.0,,,
TXT1059,52.0,386.0,,,
TXT1060,42.0,294.0,,,
TXT1061,72.0,590.0,,,
TXT1062,68.0,568.0,,,
TXT1063,42.0,397.0,,,
TXT1064,75.0,611.0,,,
TXT1065,36.0,334.0,,,
TXT1066,60.0,580.0,,,
TXT1067,76.0,508.0,,,
TXT1068,65.0,593.0,,,
TXT1069,65.0,660.0,,,
TXT1070,2.0,74.0,,,
TXT1071,84.0,752.0,,,
TXT1072,16.0,134.0,,,
TXT1073,55.0,482.0,,,
TXT1074,37.0,259.0,,,
TXT1075,18.0,165.0,,,
TXT1076,53.0,455.0,,,
TXT1077,22.0,189.0,,,
TXT1078,9.0,49.0,,,
TXT1079,69.0,542.0,,,
TXT1080,72.0,631.0,,,
TXT1081,37.0,304.0,,,
TXT1082,63.0,448.0,,,
TXT1083,47.0,368.0,,,
TXT1084,17.0,139.0,,,
TXT1085,18.0,131.0,,,
TXT1086,16.0,151.0,,,
TXT1087,14.0,130.0,,,
TXT1088,14.0,153.0,,,
TXT1089,19.0,158.0,,,
TXT1090,34.0,346.0,,,
TXT1091,16.0,142.0,,,
TXT1092,21.0,224.0,,,
TXT1093,15.0,160.0,,,
TXT1094,20.0,176.0,,,
TXT1095,73.0,438.0,,,
TXT1096,30.0,261.0,,,
TXT1097,18.0,145.0,,,
TXT1098,60.0,411.0,,,
TXT1099,18.0,132.0,,,
TXT1100,22.0,204.0,,,
TXT1101,30.0,302.0,,,
TXT1102,31.0,241.0,,,
TXT1103,17.0,151.0,,,
TXT1104,26.0,246.0,,,
TXT1105,65.0,556.0,,,
TXT1106,58.0,453.0,,,
TXT1107,40.0,313.0,,,
TXT1108,24.0,219.0,,,
TXT1109,17.0,147.0,,,
TXT1110,22.0,164.0,,,
TXT1111,18.0,202.0,,,
TXT1112,20.0,146.0,,,
TXT1113,20.0,144.0,,,
TXT1114,30.0,252.0,,,
TXT1115,26.0,248.0,,,
TXT1116,54.0,493.0,,,
TXT1117,20.0,163.0,,,
TXT1118,15.0,147.0,,,
TXT1119,22.0,181.0,,,
TXT1120,16.0,129.0,,,
TXT1121,16.0,134.0,,,
TXT1122,16.0,144.0,,,
TXT1123,24.0,156.0,,,
TXT1124,23.0,154.0,,,
TXT1125,19.0,151.0,,,
TXT1126,57.0,441.0,,,
TXT1127,15.0,142.0,,,
TXT1128,36.0,211.0,,,
TXT1129,46.0,465.0,,,
TXT1130,72.0,471.0,,,
TXT1131,43.0,389.0,,,
TXT1132,48.0,567.0,,,
TXT1133,60.0,644.0,,,
TXT1134,83.0,553.0,,,
TXT1135,52.0,522.0,,,
TXT1136,88.0,689.0,,,
TXT1137,47.0,357.0,,,
TXT1138,38.0,459.0,,,
TXT1139,51.0,495.0,,,
TXT1140,117.0,620.0,,,
TXT1141,52.0,420.0,,,
TXT1142,72.0,707.0,,,
TXT1143,29.0,254.0,,,
TXT1144,42.0,437.0,,,
TXT1145,62.0,459.0,,,
TXT1146,44.0,359.0,,,
TXT1147,93.0,712.0,,,
TXT1148,38.0,309.0,,,
TXT1149,73.0,538.0,,,
TXT1150,31.0,279.0,,,
TXT1151,87.0,547.0,,,
TXT1152,72.0,388.0,,,
TXT1153,48.0,567.0,,,
TXT1154,32.0,186.0,,,
TXT1155,64.0,435.0,,,
TXT1156,17.0,122.0,,,
TXT1157,60.0,429.0,,,
TXT1158,66.0,475.0,,,
TXT1159,48.0,312.0,,,
TXT1160,76.0,532.0,,,
TXT1161,48.0,340.0,,,
TXT1162,41.0,271.0,,,
TXT1163,78.0,382.0,,,
TXT1164,59.0,345.0,,,
TXT1165,75.0,377.0,,,
TXT1166,47.0,315.0,,,
TXT1167,52.0,454.0,,,
TXT1168,42.0,249.0,,,
TXT1169,61.0,410.0,,,
TXT1170,33.0,247.0,,,
TXT1171,29.0,216.0,,,
TXT1172,52.0,411.0,,,
TXT1173,44.0,191.0,,,
TXT1174,54.0,375.0,,,
TXT1175,69.0,367.0,,,
TXT1176,52.0,384.0,,,
TXT1177,48.0,402.0,,,
TXT1178,61.0,478.0,,,
TXT1179,66.0,491.0,,,
TXT1180,42.0,375.0,,,
TXT1181,59.0,381.0,,,
TXT1182,54.0,370.0,,,
TXT1183,46.0,401.0,,,
TXT1184,55.0,403.0,,,
TXT1185,44.0,334.0,,,
TXT1186,76.0,652.0,,,
TXT1187,40.0,242.0,,,
TXT1188,33.0,272.0,,,
TXT1189,28.0,180.0,,,
TXT1190,40.0,279.0,,,
TXT1191,35.0,302.0,,,
TXT1192,29.0,237.0,,,
TXT1193,84.0,793.0,,,
TXT1194,33.0,214.0,,,
TXT1195,56.0,468.0,,,
TXT1196,37.0,265.0,,,
TXT1197,51.0,422.0,,,
TXT1198,83.0,558.0,,,
TXT1199,40.0,391.0,,,
TXT1200,58.0,537.0,,,
TXT1201,84.0,717.0,,,
TXT1202,75.0,618.0,,,
TXT1203,37.0,382.0,,,
TXT1204,69.0,603.0,,,
TXT1205,62.0,529.0,,,
TXT1206,75.0,580.0,,,
TXT1207,68.0,523.0,,,
TXT1208,46.0,455.0,,,
TXT1209,53.0,569.0,,,
TXT1210,73.0,555.0,,,
TXT1211,65.0,562.0,,,
TXT1212,86.0,666.0,,,
TXT1213,60.0,570.0,,,
TXT1214,41.0,370.0,,,
TXT1215,62.0,515.0,,,
TXT1216,70.0,930.0,,,
TXT1217,90.0,846.0,,,
TXT1218,85.0,711.0,,,
TXT1219,74.0,589.0,,,
TXT1220,48.0,418.0,,,
TXT1221,104.0,745.0,,,
TXT1222,77.0,783.0,,,
TXT1223,53.0,431.0,,,
TXT1224,63.0,725.0,,,
TXT1225,97.0,600.0,,,
TXT1226,65.0,582.0,,,
TXT1227,63.0,506.0,,,
TXT1228,74.0,609.0,,,
TXT1229,58.0,587.0,,,
TXT1230,59.0,652.0,,,
TXT1231,25.0,178.0,,,
TXT1232,25.0,305.0,,,
TXT1233,56.0,617.0,,,
TXT1234,33.0,182.0,,,
TXT1235,46.0,368.0,,,
TXT1236,55.0,525.0,,,
TXT1237,46.0,422.0,,,
TXT1238,62.0,632.0,,,
TXT1239,69.0,754.0,,,
TXT1240,66.0,568.0,,,
TXT1241,58.0,662.0,,,
TXT1242,58.0,535.0,,,
TXT1243,48.0,522.0,,,
TXT1244,60.0,613.0,,,
TXT1245,60.0,551.0,,,
TXT1246,65.0,788.0,,,
TXT1247,44.0,489.0,,,
TXT1248,75.0,641.0,,,
TXT1249,44.0,396.0,,,
TXT1250,49.0,543.0,,,
TXT1251,89.0,708.0,,,
TXT1252,77.0,504.0,,,
TXT1253,56.0,559.0,,,
TXT1254,70.0,456.0,,,
TXT1255,44.0,499.0,,,
TXT1256,42.0,422.0,,,
TXT1257,76.0,778.0,,,
TXT1258,84.0,653.0,,,
TXT1259,83.0,735.0,,,
TXT1260,51.0,483.0,,,
TXT1261,47.0,439.0,,,
TXT1262,52.0,547.0,,,
TXT1263,43.0,450.0,,,
TXT1264,59.0,602.0,,,
TXT1265,25.0,240.0,,,
TXT1266,64.0,549.0,,,
TXT1267,50.0,350.0,,,
TXT1268,60.0,576.0,,,
TXT1269,29.0,267.0,,,
TXT1270,69.0,536.0,,,
TXT1271,54.0,492.0,,,
TXT1272,75.0,778.0,,,
TXT1273,62.0,572.0,,,
TXT1274,68.0,592.0,,,
TXT1275,62.0,588.0,,,
TXT1276,53.0,483.0,,,
TXT1277,59.0,462.0,,,
TXT1278,70.0,621.0,,,
TXT1279,91.0,585.0,,,
TXT1280,94.0,676.0,,,
TXT1281,52.0,531.0,,,
TXT1282,47.0,512.0,,,
TXT1283,46.0,578.0,,,
TXT1284,59.0,553.0,,,
TXT1285,62.0,746.0,,,
TXT1286,68.0,665.0,,,
TXT1287,76.0,1002.0,,,
TXT1288,35.0,391.0,,,
TXT1289,70.0,830.0,,,
TXT1290,48.0,659.0,,,
TXT1291,31.0,334.0,,,
TXT1292,59.0,515.0,,,
TXT1293,55.0,456.0,,,
TXT1294,62.0,577.0,,,
TXT1295,54.0,477.0,,,
TXT1296,107.0,711.0,,,
TXT1297,70.0,618.0,,,
TXT1298,74.0,481.0,,,
TXT1299,32.0,226.0,,,
TXT1300,65.0,708.0,,,
TXT1301,26.0,221.0,,,
TXT1302,22.0,157.0,,,
TXT1303,65.0,579.0,,,
TXT1304,80.0,778.0,,,
TXT1305,3.0,16.0,,,
TXT1306,14.0,193.0,,,
TXT1307,6.0,34.0,,,
TXT1308,88.0,841.0,,,
TXT1309,4.0,26.0,,,
TXT1310,27.0,184.0,,,
TXT1311,69.0,419.0,,,
TXT1312,83.0,610.0,,,
TXT1313,64.0,677.0,,,
TXT1314,67.0,733.0,,,
TXT1315,56.0,571.0,,,
TXT1316,46.0,426.0,,,
TXT1317,83.0,698.0,,,
TXT1318,65.0,493.0,,,
TXT1319,72.0,613.0,,,
TXT1320,44.0,507.0,,,
TXT1321,67.0,648.0,,,
TXT1322,64.0,560.0,,,
TXT1323,49.0,549.0,,,
TXT1324,78.0,679.0,,,
TXT1325,65.0,588.0,,,
TXT1326,31.0,327.0,,,
TXT1327,54.0,449.0,,,
TXT1328,45.0,363.0,,,
TXT1329,72.0,641.0,,,
TXT1330,62.0,688.0,,,
TXT1331,59.0,432.0,,,
TXT1332,48.0,419.0,,,
TXT1333,65.0,590.0,,,
TXT1334,83.0,670.0,,,
TXT1335,40.0,387.0,,,
TXT1336,68.0,520.0,,,
TXT1337,63.0,665.0,,,
TXT1338,57.0,454.0,,,
TXT1339,36.0,360.0,,,
TXT1340,66.0,516.0,,,
TXT1341,44.0,434.0,,,
TXT1342,89.0,775.0,,,
TXT1343,52.0,422.0,,,
TXT1344,51.0,503.0,,,
TXT1345,64.0,599.0,,,
TXT1346,40.0,345.0,,,
TXT1347,35.0,364.0,,,
TXT1348,57.0,484.0,,,
TXT1349,58.0,504.0,,,
TXT1350,47.0,437.0,,,
TXT1351,42.0,396.0,,,
TXT1352,48.0,414.0,,,
TXT1353,43.0,374.0,,,
TXT1354,83.0,750.0,,,
TXT1355,65.0,670.0,,,
TXT1356,47.0,459.0,,,
TXT1357,59.0,530.0,,,
TXT1358,62.0,498.0,,,
TXT1359,39.0,365.0,,,
TXT1360,38.0,371.0,,,
TXT1361,64.0,707.0,,,
TXT1362,44.0,430.0,,,
TXT1363,70.0,676.0,,,
TXT1364,58.0,437.0,,,
TXT1365,37.0,318.0,,,
TXT1366,18.0,162.0,,,
TXT1367,52.0,381.0,,,
TXT1368,66.0,459.0,,,
TXT1369,33.0,243.0,,,
TXT1370,25.0,266.0,,,
TXT1371,64.0,599.0,,,
TXT1372,85.0,542.0,,,
TXT1373,93.0,721.0,,,
TXT1374,29.0,234.0,,,
TXT1375,72.0,555.0,,,
TXT1376,47.0,452.0,,,
TXT1377,49.0,549.0,,,
TXT1378,24.0,185.0,,,
TXT1379,24.0,282.0,,,
TXT1380,37.0,426.0,,,
TXT1381,76.0,591.0,,,
TXT1382,40.0,385.0,,,
TXT1383,58.0,494.0,,,
TXT1384,62.0,585.0,,,
TXT1385,78.0,694.0,,,
TXT1386,104.0,830.0,,,
TXT1387,60.0,452.0,,,
TXT1388,58.0,301.0,,,
TXT1389,42.0,300.0,,,
TXT1390,45.0,308.0,,,
TXT1391,51.0,446.0,,,
TXT1392,21.0,212.0,,,
TXT1393,45.0,379.0,,,
TXT1394,52.0,430.0,,,
TXT1395,27.0,228.0,,,
TXT1396,74.0,594.0,,,
TXT1397,52.0,321.0,,,
TXT1398,60.0,464.0,,,
TXT1399,53.0,414.0,,,
TXT1400,93.0,839.0,,,
TXT1401,42.0,329.0,,,
TXT1402,46.0,324.0,,,
TXT1403,26.0,213.0,,,
TXT1404,35.0,296.0,,,
TXT1405,52.0,327.0,,,
TXT1406,48.0,251.0,,,
TXT1407,45.0,388.0,,,
TXT1408,37.0,336.0,,,
TXT1409,34.0,261.0,,,
TXT1410,67.0,400.0,,,
TXT1411,50.0,425.0,,,
TXT1412,50.0,410.0,,,
TXT1413,30.0,267.0,,,
TXT1414,41.0,301.0,,,
TXT1415,52.0,419.0,,,
TXT1416,49.0,438.0,,,
TXT1417,46.0,340.0,,,
TXT1418,40.0,275.0,,,
TXT1419,73.0,526.0,,,
TXT1420,55.0,598.0,,,
TXT1421,21.0,178.0,,,
TXT1422,42.0,347.0,,,
TXT1423,52.0,460.0,,,
TXT1424,79.0,708.0,,,
TXT1425,50.0,344.0,,,
TXT1426,54.0,384.0,,,
TXT1427,53.0,426.0,,,
TXT1428,62.0,579.0,,,
TXT1429,30.0,243.0,,,
TXT1430,47.0,488.0,,,
TXT1431,50.0,526.0,,,
TXT1432,47.0,388.0,,,
TXT1433,4.0,19.0,,,
TXT1434,42.0,425.0,,,
TXT1435,51.0,398.0,,,
TXT1436,27.0,383.0,,,
TXT1437,36.0,283.0,,,
TXT1438,48.0,420.0,,,
TXT1439,41.0,396.0,,,
TXT1440,24.0,220.0,,,
TXT1441,40.0,342.0,,,
TXT1442,34.0,341.0,,,
TXT1443,23.0,287.0,,,
TXT1444,36.0,398.0,,,
TXT1445,45.0,410.0,,,
TXT1446,44.0,412.0,,,
TXT1447,34.0,267.0,,,
TXT1448,34.0,282.0,,,
TXT1449,22.0,152.0,,,
TXT1450,56.0,350.0,,,
TXT1451,48.0,401.0,,,
TXT1452,44.0,576.0,,,
TXT1453,32.0,234.0,,,
TXT1454,46.0,430.0,,,
TXT1455,53.0,495.0,,,
TXT1456,45.0,334.0,,,
TXT1457,38.0,273.0,,,
TXT1458,51.0,472.0,,,
TXT1459,37.0,376.0,,,
TXT1460,57.0,412.0,,,
TXT1461,46.0,342.0,,,
TXT1462,60.0,528.0,,,
TXT1463,54.0,352.0,,,
TXT1464,39.0,270.0,,,
TXT1465,63.0,551.0,,,
TXT1466,69.0,553.0,,,
TXT1467,30.0,162.0,,,
TXT1468,49.0,363.0,,,
TXT1469,55.0,429.0,,,
TXT1470,41.0,413.0,,,
TXT1471,28.0,206.0,,,
TXT1472,53.0,526.0,,,
TXT1473,41.0,407.0,,,
TXT1474,75.0,438.0,,,
TXT1475,41.0,326.0,,,
TXT1476,52.0,349.0,,,
TXT1477,55.0,419.0,,,
TXT1478,76.0,548.0,,,
TXT1479,67.0,521.0,,,
TXT1480,53.0,369.0,,,
TXT1481,38.0,253.0,,,
TXT1482,47.0,294.0,,,
TXT1483,37.0,286.0,,,
TXT1484,62.0,544.0,,,
TXT1485,53.0,355.0,,,
TXT1486,57.0,375.0,,,
TXT1487,54.0,394.0,,,
TXT1488,64.0,345.0,,,
TXT1489,65.0,471.0,,,
TXT1490,44.0,395.0,,,
TXT1491,62.0,546.0,,,
TXT1492,40.0,298.0,,,
TXT1493,51.0,413.0,,,
TXT1494,54.0,347.0,,,
TXT1495,50.0,390.0,,,
TXT1496,45.0,323.0,,,
TXT1497,72.0,553.0,,,
TXT1498,49.0,460.0,,,
TXT1499,59.0,308.0,,,
TXT1500,46.0,353.0,,,
TXT1501,43.0,243.0,,,
TXT1502,69.0,351.0,,,
TXT1503,65.0,353.0,,,
TXT1504,61.0,390.0,,,
TXT1505,65.0,578.0,,,
TXT1506,37.0,311.0,,,
TXT1507,43.0,302.0,,,
TXT1508,56.0,311.0,,,
TXT1509,46.0,289.0,,,
TXT1510,42.0,328.0,,,
TXT1511,52.0,390.0,,,
TXT1512,26.0,131.0,,,
TXT1513,31.0,280.0,,,
TXT1514,61.0,528.0,,,
TXT1515,76.0,477.0,,,
TXT1516,60.0,245.0,,,
TXT1517,23.0,181.0,,,
TXT1518,51.0,300.0,,,
TXT1519,34.0,271.0,,,
TXT1520,52.0,409.0,,,
TXT1521,27.0,152.0,,,
TXT1522,24.0,255.0,,,
TXT1523,75.0,390.0,,,
TXT1524,27.0,161.0,,,
TXT1525,52.0,289.0,,,
TXT1526,56.0,392.0,,,
TXT1527,45.0,355.0,,,
TXT1528,55.0,420.0,,,
TXT1529,18.0,121.0,,,
TXT1530,54.0,373.0,,,
TXT1531,46.0,219.0,,,
TXT1532,68.0,562.0,,,
TXT1533,89.0,627.0,,,
TXT1534,62.0,391.0,,,
TXT1535,79.0,606.0,,,
TXT1536,59.0,385.0,,,
TXT1537,51.0,380.0,,,
TXT1538,113.0,638.0,,,
TXT1539,56.0,435.0,,,
TXT1540,119.0,605.0,,,
TXT1541,72.0,485.0,,,
TXT1542,46.0,247.0,,,
TXT1543,83.0,602.0,,,
TXT1544,37.0,354.0,,,
TXT1545,64.0,422.0,,,
TXT1546,1.0,6.0,,,
TXT1547,56.0,438.0,,,
TXT1548,60.0,491.0,,,
TXT1549,73.0,553.0,,,
TXT1550,95.0,589.0,,,
TXT1551,41.0,428.0,,,
TXT1552,91.0,764.0,,,
TXT1553,46.0,293.0,,,
TXT1554,54.0,427.0,,,
TXT1555,56.0,550.0,,,
TXT1556,113.0,750.0,,,
TXT1557,51.0,531.0,,,
TXT1558,39.0,336.0,,,
TXT1559,60.0,442.0,,,
TXT1560,56.0,483.0,,,
TXT1561,63.0,451.0,,,
TXT1562,53.0,523.0,,,
TXT1563,57.0,504.0,,,
TXT1564,57.0,471.0,,,
TXT1565,56.0,452.0,,,
TXT1566,72.0,620.0,,,
TXT1567,90.0,739.0,,,
TXT1568,82.0,635.0,,,
TXT1569,55.0,473.0,,,
TXT1570,85.0,494.0,,,
TXT1571,69.0,488.0,,,
TXT1572,70.0,481.0,,,
TXT1573,54.0,397.0,,,
TXT1574,35.0,314.0,,,
TXT1575,56.0,487.0,,,
TXT1576,1.0,3.0,,,
TXT1577,70.0,526.0,,,
TXT1578,64.0,405.0,,,
TXT1579,58.0,566.0,,,
TXT1580,68.0,478.0,,,
TXT1581,62.0,543.0,,,
TXT1582,61.0,335.0,,,
TXT1583,41.0,324.0,,,
TXT1584,40.0,277.0,,,
TXT1585,29.0,235.0,,,
TXT1586,43.0,359.0,,,
TXT1587,16.0,114.0,,,
TXT1588,73.0,421.0,,,
TXT1589,55.0,324.0,,,
TXT1590,40.0,251.0,,,
TXT1591,79.0,496.0,,,
TXT1592,64.0,550.0,,,
TXT1593,81.0,638.0,,,
TXT1594,40.0,243.0,,,
TXT1595,67.0,575.0,,,
TXT1596,78.0,449.0,,,
TXT1597,33.0,284.0,,,
TXT1598,45.0,460.0,,,
TXT1599,50.0,468.0,,,
TXT1600,99.0,848.0,,,
TXT1601,45.0,393.0,,,
TXT1602,55.0,404.0,,,
TXT1603,31.0,239.0,,,
TXT1604,29.0,186.0,,,
TXT1605,26.0,124.0,,,
TXT1606,87.0,657.0,,,
TXT1607,99.0,974.0,,,
TXT1608,51.0,417.0,,,
TXT1609,99.0,846.0,,,
TXT1610,14.0,110.0,,,
TXT1611,53.0,415.0,,,
TXT1612,96.0,515.0,,,
TXT1613,30.0,194.0,,,
TXT1614,51.0,346.0,,,
TXT1615,36.0,251.0,,,
TXT1616,68.0,498.0,,,
TXT1617,80.0,598.0,,,
TXT1618,52.0,357.0,,,
TXT1619,69.0,649.0,,,
TXT1620,19.0,103.0,,,
TXT1621,66.0,408.0,,,
TXT1622,66.0,489.0,,,
TXT1623,50.0,345.0,,,
TXT1624,1.0,9.0,,,
TXT1625,57.0,376.0,,,
TXT1626,48.0,368.0,,,
TXT1627,1.0,10.0,,,
TXT1628,39.0,281.0,,,
