SymphonyCodePK,BPM,Rolloff,Flux,RMS,Flatness,Spectral_Complexity,Pitch,Loudness
SYM2035,144.59,1001.4018,1.2597,0.2962,0.9146,35.3412,2312.0511,33.7356
SYM2036,102.99,2123.2241,1.3736,0.2377,0.8376,37.4234,1926.3818,25.7267
SYM2037,129.57,1167.414,1.155,0.2028,0.9477,21.1783,2372.2502,20.9424
SYM2038,150.35,1204.8758,1.2411,0.2662,0.8922,26.361,2632.8319,30.3871
SYM2039,119.97,1079.7797,1.1266,0.2767,0.9327,36.9733,2640.9491,31.8897
SYM2040,163.98,1967.7879,1.3069,0.126,0.836,21.9835,1745.982,10.9286
SYM2041,94.26,2005.2597,1.5271,0.2259,0.8598,30.0152,2124.4286,24.0974
SYM2042,172.27,1338.055,1.4221,0.3121,0.9218,30.8193,2575.2487,36.3991
SYM2043,129.88,1559.9205,1.3896,0.2601,0.8335,26.2425,2146.2356,29.7946
SYM2044,93.36,1556.1038,1.4721,0.3833,0.7895,38.7443,2911.6628,48.4542
SYM2045,139.99,1406.2144,1.163,0.2673,0.9065,35.805,2335.3005,29.4868
SYM2046,121.8,1552.7609,1.1814,0.2735,0.9157,35.4405,2201.8187,30.1056
SYM2047,95.09,1931.4775,1.3237,0.0746,0.7932,13.2979,2167.9341,5.5932
SYM2048,91.04,1623.5395,1.1955,0.2702,0.8789,36.391,2203.9509,30.0063
SYM2049,95.03,2281.714,1.359,0.2057,0.805,30.7808,1913.0381,21.4449
SYM2050,141.95,1354.6713,1.4685,0.2198,0.8939,23.1314,2113.4479,23.0457
SYM2051,87.01,1455.9448,1.1873,0.2077,0.9371,28.0466,1927.1655,21.4263
SYM2052,89.24,1873.2112,1.2418,0.2439,0.8976,36.4138,1713.9889,26.2186
SYM2053,163.36,1431.6709,1.1498,0.2412,0.9216,33.9187,2606.3146,26.6577
SYM2054,78.92,1343.0285,1.3788,0.2585,0.9506,30.6863,2557.999,28.0461
SYM2055,156.34,1370.9012,1.2583,0.2424,0.9107,24.1111,2186.8734,26.5957
SYM2056,103.96,1553.8144,1.2768,0.2295,0.831,36.2037,2026.9237,24.4144
SYM2057,123.89,1586.2496,1.3303,0.19,0.8733,23.5067,2151.3417,19.7177
SYM2058,144.69,1025.3267,1.3197,0.3183,0.905,37.4484,2421.3255,36.77
SYM2059,85.99,1080.1837,1.1932,0.2314,0.9324,28.745,2384.3292,24.86
SYM2060,93.99,1319.6291,1.5179,0.3682,0.83,24.0824,2399.6037,45.8008
SYM2061,120.05,2455.0149,1.1874,0.2086,0.8552,33.7924,2218.4367,22.2998
SYM2062,105.03,1335.9271,1.3784,0.2999,0.9139,31.2683,2748.5291,34.7543
SYM2063,126.33,1383.687,1.0565,0.1963,0.9522,29.1454,1749.1,20.1471
SYM2064,150.08,2031.2829,1.2455,0.2597,0.8737,38.1501,1501.6182,28.1766
SYM2065,131.05,2756.7318,1.478,0.2215,0.8088,32.1571,2221.0654,23.6308
SYM2066,90.99,3386.6917,1.2787,0.2822,0.7628,41.3227,2363.9319,31.8558
SYM2067,91.45,1735.395,1.4342,0.2487,0.8059,24.1464,2352.8496,27.6271
SYM2068,154.47,2365.8115,1.295,0.2272,0.837,32.6736,1960.6423,24.1003
SYM2069,84.97,2037.7417,1.2221,0.2358,0.8805,36.1806,2032.1793,25.6975
SYM2070,104.96,1723.6756,1.393,0.0677,0.8536,10.3955,2658.1584,4.8683
SYM2071,111.03,1778.4201,1.417,0.16,0.862,24.1602,2551.0414,15.8352
SYM2072,87.03,1400.5725,1.1206,0.1864,0.9255,24.1572,2106.1843,18.8181
SYM2073,111.03,1784.5157,1.2494,0.2308,0.7942,29.8383,2234.8051,25.6784
SYM2074,91.98,1901.9996,1.4747,0.1988,0.794,20.4475,2581.5149,21.5659
SYM2075,98.01,1047.5057,1.3909,0.3341,0.9056,27.0093,2748.5755,40.5461
SYM2076,99.83,1005.3146,1.2895,0.2065,0.9022,24.8173,2702.8744,21.4373
SYM2077,91.99,1486.1667,1.2655,0.2922,0.8669,36.7002,2622.3639,33.8267
SYM2078,88.99,1985.1524,1.3804,0.1984,0.8695,32.2321,2176.1246,20.2591
SYM2079,84.87,1573.5568,1.2307,0.2381,0.9179,35.7959,2124.3519,25.6016
SYM2080,125.06,719.3019,1.2917,0.2542,0.9012,18.5018,2704.2839,28.1735
SYM2081,139.92,1474.8965,1.2031,0.2561,0.8727,33.4087,2238.5708,28.7996
SYM2082,99.84,1493.1276,1.3295,0.2375,0.9052,24.7106,2131.8524,25.6158
SYM2083,151.96,1480.0163,1.2755,0.2623,0.8836,31.8628,2291.9065,29.6917
SYM2084,90.02,2085.7692,1.2669,0.2578,0.9202,43.3025,2165.2812,27.9093
SYM2085,140.02,1685.7508,1.1022,0.0842,0.8887,17.0249,1770.9471,6.8292
SYM2086,150.93,1498.9396,1.2705,0.3256,0.8894,40.1975,2404.9697,38.1127
SYM2087,123.59,1320.6976,1.191,0.146,0.9086,19.1882,2229.926,14.6386
SYM2088,97.93,1150.8075,1.2374,0.2931,0.9043,28.8107,2871.0571,33.8906
SYM2089,150.09,1152.9058,1.382,0.2675,0.9275,27.8067,2360.4645,29.7376
SYM2090,152.78,1055.333,1.276,0.2549,0.3171,26.046,2350.5348,27.5674
SYM2091,162.41,2173.5667,1.461,0.2648,0.8766,32.6023,1908.4299,29.137
SYM2092,137.23,1244.2282,1.1818,0.1578,0.9062,18.6821,2084.8999,15.6082
SYM2093,95.4,2175.8657,1.4749,0.1929,0.857,31.5986,2603.6823,19.7541
SYM2094,111.98,2054.8429,1.5109,0.2397,0.8868,33.8856,2717.4814,26.1654
SYM2095,129.97,1357.3563,1.3478,0.2055,0.9057,25.8888,2472.7725,20.7888
SYM2096,90.92,1559.9463,1.2684,0.1512,0.8979,26.4175,1713.1543,13.8344
SYM2097,93.97,1687.6446,1.2968,0.2282,0.8862,29.2457,2316.7681,25.6864
SYM2098,136.01,987.637,1.1417,0.2807,0.9417,29.212,1926.0556,31.5821
SYM2099,161.63,1632.6088,1.4082,0.2269,0.8926,25.7828,2352.6842,23.8906
SYM2100,87.04,2611.5467,1.5157,0.1979,0.8148,27.4805,2289.4447,20.1194
SYM2101,110.01,1227.9854,1.1532,0.2403,0.9149,27.5307,2001.9055,25.9298
SYM2102,87.05,1793.5864,1.1375,0.1474,0.8532,25.5327,1649.546,13.6623
SYM2103,89.12,2193.6614,1.3034,0.239,0.8972,35.1716,2280.4235,26.3847
SYM2104,110.88,1955.3356,1.2182,0.2295,0.8394,37.2987,2281.2081,24.501
SYM2105,135.98,1307.3803,1.2819,0.2199,0.8158,18.9002,2021.2884,24.0376
SYM2106,141.83,1967.5036,1.1242,0.186,0.8244,32.1521,1815.2382,19.0009
SYM2107,93.95,2602.2388,1.6219,0.1788,0.7915,20.9245,2797.6366,18.2826
SYM2108,131.99,1700.1846,1.3425,0.3013,0.9006,39.7799,1972.5367,34.2833
SYM2109,115.65,1700.5472,1.296,0.1908,0.9079,28.3605,1954.6752,19.6767
SYM2110,156.31,1580.2094,1.2471,0.261,0.8955,35.2989,2350.7038,28.7693
SYM2111,135.25,1219.515,1.2263,0.2376,0.8952,32.4145,1851.1691,25.2643
SYM2112,163.36,1431.6709,1.1498,0.2412,0.9216,33.9187,2606.3146,26.6577
SYM2113,97.04,1872.9102,1.4021,0.2617,0.8439,34.8344,2197.0824,29.5389
SYM2114,99.15,2796.0574,1.1478,0.0587,0.7681,14.277,1829.8909,4.0723
SYM2115,117.84,1801.4325,1.4253,0.2878,0.816,33.0183,2182.2098,33.7269
SYM2116,143.86,1469.1119,1.255,0.2521,0.9106,35.8668,2175.58,27.0146
SYM2117,107.2,1641.4283,1.2795,0.19,0.8618,26.2379,2166.9189,18.9777
SYM2118,184.57,1698.4629,1.3535,0.1472,0.849,14.6773,2488.3923,14.2151
SYM2119,95.06,3497.2785,1.4365,0.1942,0.8438,38.7523,1982.2056,19.5914
SYM2120,99.93,1268.7086,1.3566,0.2607,0.891,24.4618,2350.7882,29.7886
SYM2121,153.07,2166.5407,1.284,0.2043,0.8603,34.7656,1741.5085,21.125
SYM2122,162.96,1049.4425,1.3601,0.2211,0.9408,27.6403,2636.6681,23.3481
SYM2123,142.6,1720.1125,1.199,0.2481,0.844,33.5311,1964.3998,27.5233
SYM2124,102.97,1965.0936,1.4408,0.2739,0.8282,40.772,2763.4412,30.8802
SYM2125,90.37,1720.6396,1.3387,0.1856,0.8457,16.879,2548.0291,19.2407
SYM2126,96.18,1351.7356,1.5163,0.2292,0.8613,22.0514,2845.5812,24.9078
SYM2127,143.95,2193.6685,1.2901,0.1856,0.8316,29.9806,2072.5838,18.6747
SYM2128,89.99,1017.9682,1.229,0.2511,0.9348,31.6603,2465.9427,27.4927
SYM2129,120.96,2365.1829,1.5086,0.2625,0.7756,34.8859,2446.4318,29.4806
SYM2130,123.59,1320.6976,1.191,0.146,0.9086,19.1882,2229.926,14.6386
SYM2131,122.55,1843.5266,1.3206,0.2715,0.8803,37.3519,2436.7077,30.9497
SYM2132,153.78,2130.3867,1.2385,0.2333,0.9193,39.1408,1978.5129,24.2773
SYM2133,107.15,2010.6109,1.2581,0.2691,0.9056,41.0508,1940.8898,29.5898
SYM2134,85.98,1614.0781,1.4142,0.2603,0.8485,25.4288,2695.0713,28.6771
SYM2135,102.14,2827.8989,1.383,0.1747,0.7274,28.2035,2272.4298,18.009
SYM2136,172.27,1602.8843,1.2887,0.2043,0.9107,31.2253,2133.1588,20.822
SYM2137,85.96,1261.4822,1.2262,0.215,0.9385,32.6019,2259.7065,21.6357
SYM2138,84.97,2155.6402,1.1521,0.2769,0.8254,46.5065,1695.4442,30.8757
SYM2139,100.85,1599.7794,1.3542,0.2653,0.8847,24.9628,2571.6277,30.5977
SYM2140,99.11,1803.3514,1.2729,0.1836,0.81,26.8019,2241.0217,18.7401
SYM2141,103.17,2455.3648,1.2208,0.2037,0.8118,28.7285,2149.4919,22.0228
SYM2142,105.0,1316.1744,1.3736,0.3035,0.8311,22.939,2636.8832,36.4957
SYM2143,129.95,2242.6915,1.5392,0.1851,0.833,25.1978,2701.8318,19.2366
SYM2144,135.95,2669.0076,1.2575,0.0555,0.6236,6.0265,2155.6997,4.1408
SYM2145,87.98,1143.0505,1.286,0.2763,0.9099,27.7993,2530.8266,31.1528
SYM2146,79.9,2941.0161,1.1577,0.238,0.8608,39.6844,1721.7581,25.3116
SYM2147,98.05,1966.9767,1.2733,0.2322,0.8861,28.3613,2121.9244,24.9901
SYM2148,94.78,1964.5992,1.3316,0.2682,0.8477,37.4232,2298.7619,30.366
SYM2149,100.7,1111.4903,1.1837,0.2595,0.9588,32.3606,1884.6443,28.9736
SYM2150,84.95,1462.8194,1.3659,0.2153,0.9058,25.0131,2220.8828,21.8134
SYM2151,144.78,1439.5011,1.119,0.2832,0.8948,40.4009,2004.0269,31.5377
SYM2152,96.12,1877.7787,1.2861,0.2586,0.8862,34.8145,2096.3828,28.2315
SYM2153,90.97,1235.5736,1.2877,0.1885,0.9323,20.4605,1978.694,19.0689
SYM2154,102.0,1634.8859,1.5135,0.1734,0.8514,16.7901,2928.9733,18.1153
SYM2155,117.97,2103.0914,1.2903,0.2678,0.8268,45.1539,1799.6173,29.4255
SYM2156,89.99,1100.1143,1.3792,0.17,0.9359,19.2592,2614.3812,16.6198
SYM2157,85.03,2285.0062,1.308,0.29,0.8117,41.6028,2011.9552,32.5604
SYM2158,122.6,891.7431,1.2635,0.3272,0.8816,24.3893,2740.6939,39.998
SYM2159,117.9,1191.0422,1.2916,0.2657,0.8941,29.1214,2600.6741,30.0747
SYM2160,135.15,1065.0906,1.1682,0.2184,0.9438,24.8042,2504.5063,23.7531
SYM2161,128.01,1482.9546,1.1366,0.0501,0.8611,8.1604,2120.5429,3.2945
SYM2162,105.06,963.7017,1.3226,0.282,0.9439,24.8219,1899.1045,31.3019
SYM2163,90.56,1600.4019,1.3532,0.1749,0.9023,23.3216,2625.757,17.2519
SYM2164,111.84,1988.5993,1.3625,0.2263,0.785,26.2606,2490.3757,24.8005
SYM2165,100.98,1627.6288,1.4296,0.2495,0.8886,30.8619,2526.6172,27.8942
SYM2166,122.06,2268.4552,1.1037,0.0734,0.8589,12.903,1871.3556,5.2987
SYM2167,100.03,1111.7195,1.4757,0.287,0.8935,29.4506,2560.545,32.3694
SYM2168,95.39,2098.7618,1.2139,0.238,0.8721,43.1113,1681.9195,25.0481
SYM2169,164.0,2103.8577,1.0959,0.1935,0.9131,36.282,1936.181,19.3725
SYM2170,103.81,2287.2958,1.2394,0.2254,0.8041,38.7874,2218.2995,23.8078
SYM2171,107.35,1731.9714,1.188,0.3052,0.8683,45.5627,1935.9096,35.3424
SYM2172,85.99,1537.2268,1.5482,0.3425,0.8723,30.6915,2948.2416,41.4689
SYM2173,102.29,1045.9783,1.3694,0.2244,0.8549,24.9734,2152.8337,23.7519
SYM2174,95.09,1611.635,1.1998,0.1707,0.8432,32.0476,1530.4298,16.2951
SYM2175,141.94,2403.4351,1.1813,0.2672,0.7799,40.6197,1966.3449,29.6438
SYM2176,88.31,2222.4406,1.3498,0.2219,0.854,32.9758,2093.1913,23.6886
SYM2177,113.94,2167.2572,1.1566,0.2133,0.8896,43.9032,1812.1992,21.8936
SYM2178,162.15,1597.6482,1.3049,0.2456,0.8971,28.3435,2380.8274,26.9775
SYM2179,95.87,2104.7906,1.3593,0.2379,0.8296,32.2421,1966.2826,25.7286
SYM2180,104.0,1482.2793,1.4482,0.2051,0.9016,24.3212,2677.2261,20.7511
SYM2181,96.01,1740.427,1.2851,0.279,0.906,36.0496,2221.7655,31.0399
SYM2182,137.22,1283.9584,1.4304,0.3273,0.9226,34.565,2176.7638,37.8723
SYM2183,90.1,1070.7758,1.1466,0.2721,0.9256,29.4217,2378.2517,31.1014
SYM2184,184.57,2343.5285,1.327,0.1433,0.7406,23.6293,2087.2364,13.5979
SYM2185,100.0,2111.3032,1.2804,0.2777,0.8626,45.5412,1606.3263,30.5753
SYM2186,107.4,1313.5336,1.3426,0.4133,0.8296,48.5057,2318.3996,51.3693
SYM2187,111.69,1243.0483,1.1927,0.1389,0.829,14.6799,2267.0635,14.5052
SYM2188,100.02,1116.751,1.2794,0.2384,0.9041,28.7194,2378.228,25.8969
SYM2189,87.03,1400.5725,1.1206,0.1864,0.9255,24.1572,2106.1843,18.8181
SYM2190,84.84,1551.7318,1.2848,0.2841,0.9378,36.5022,2062.0402,31.8976
SYM2191,90.94,1367.7007,1.407,0.2279,0.9468,27.5687,2505.0486,23.4599
SYM2192,95.02,1845.0214,1.4747,0.1786,0.892,26.3513,2093.9365,17.5527
SYM2193,128.01,614.7278,1.2585,0.291,0.9327,30.8285,2832.8172,33.0532
SYM2194,102.0,2136.262,1.2931,0.2904,0.8043,41.8925,2183.85,33.0777
SYM2195,95.98,1669.5042,1.3818,0.3214,0.7767,35.9194,2424.5982,38.0861
SYM2196,119.97,2947.4092,1.4707,0.2654,0.7524,33.1859,2502.5802,29.9314
SYM2197,122.1,1695.0419,1.2667,0.2481,0.8932,39.6001,2163.9533,26.5385
SYM2198,126.93,1835.2006,1.1484,0.2664,0.8419,40.9736,1882.8214,29.064
SYM2199,87.97,1761.9059,1.2779,0.2369,0.8269,36.1747,2228.658,25.947
SYM2200,101.95,2000.1637,1.2757,0.2034,0.9188,29.2797,1995.7555,20.3269
SYM2201,93.92,1502.0143,1.3656,0.2184,0.874,28.2461,2137.7846,22.9323
SYM2202,96.05,1628.8479,1.2762,0.23,0.9451,34.723,2100.42,24.203
SYM2203,122.16,3303.7058,1.331,0.2826,0.7601,48.9237,1929.8011,31.3452
SYM2204,89.92,1731.6286,1.5305,0.2679,0.8468,34.1819,2490.998,30.1152
SYM2205,89.29,2582.5538,1.1253,0.2214,0.9212,41.1944,1646.4383,22.9574
SYM2206,94.96,2138.5748,1.1923,0.2702,0.8425,39.2172,1782.6848,29.9597
SYM2207,150.06,1186.0115,1.3241,0.292,0.8902,30.1261,2222.5614,33.8525
SYM2208,98.07,1377.1725,1.2626,0.2118,0.9071,33.6516,2207.3801,21.8835
SYM2209,95.92,1214.9236,1.414,0.2381,0.9344,26.6659,2271.5802,25.3696
SYM2210,98.93,2204.3778,1.2058,0.2885,0.842,44.1662,1972.7021,32.3106
SYM2211,96.98,2191.6046,1.3011,0.2825,0.2034,31.5466,2127.2543,32.6213
SYM2212,84.96,1640.5293,1.3501,0.2335,0.9241,33.1576,2107.6889,24.3473
SYM2213,130.09,1424.539,1.3025,0.3149,0.867,43.0416,2459.5927,36.4504
SYM2214,139.97,2663.837,1.3158,0.2101,0.2021,41.277,2167.2031,21.5696
SYM2215,132.8,1218.8486,0.7251,0.0715,0.856,8.3465,1582.6256,5.187
SYM2216,114.97,1853.4176,1.4929,0.236,0.9091,28.0568,2511.7128,24.7251
SYM2217,162.77,1585.1022,1.218,0.0798,0.7686,11.3129,2017.8943,6.4128
SYM2218,150.16,1683.5749,1.2422,0.2734,0.9202,37.4486,1766.695,29.8831
SYM2219,104.87,1718.2198,1.2196,0.2434,0.9389,34.2522,2115.7265,26.1997
SYM2220,128.7,1173.4532,1.4723,0.3852,0.8724,34.2796,2684.9343,47.0939
SYM2221,147.95,1787.9673,1.451,0.1929,0.8561,25.4143,2685.4306,19.7511
SYM2222,162.32,1727.9393,1.3788,0.2072,0.9262,32.6503,2191.4246,20.9228
SYM2223,131.84,914.087,1.1291,0.2814,0.9422,34.1886,2497.5909,30.9628
SYM2224,106.0,1389.5389,1.3233,0.2022,0.9231,27.6639,2337.3288,20.506
SYM2225,84.98,2320.8965,1.4122,0.2251,0.8544,30.4593,2217.5435,23.3857
SYM2226,114.17,2221.1941,1.2763,0.2299,0.9186,36.3765,2244.6067,24.2091
SYM2227,130.01,2373.7264,1.2777,0.2865,0.7528,38.0922,2629.8828,32.9263
SYM2228,96.0,1818.3272,1.4683,0.2705,0.8745,35.1507,2615.298,30.5207
SYM2229,103.94,2380.5694,1.2586,0.2517,0.832,33.5485,2059.1007,27.539
SYM2230,82.95,1276.9161,1.3421,0.2435,0.9005,25.1803,2005.5295,26.7421
SYM2231,96.01,1455.1711,1.4595,0.2378,0.9038,27.5002,2664.5502,25.0263
SYM2232,90.03,1236.9406,1.4407,0.225,0.9213,20.6396,3390.8675,25.6892
SYM2233,114.53,1723.5081,1.501,0.21,0.8485,28.9109,2832.9302,22.1662
SYM2234,88.99,2097.4789,1.4559,0.283,0.8313,37.8673,2174.2099,31.7901
SYM2235,89.17,1882.0563,1.2825,0.1974,0.9126,27.7953,1970.9986,19.7428
SYM2236,91.96,2141.4758,1.556,0.2678,0.8604,27.0171,2312.2851,30.3742
SYM2237,100.91,1903.9456,1.2496,0.1665,0.9333,27.2434,1942.5622,15.7035
SYM2238,162.03,2058.456,1.4314,0.1709,0.8451,20.2503,2466.025,16.9291
SYM2239,80.04,2412.8297,1.3098,0.1799,0.8629,30.6202,2330.0629,17.891
SYM2240,156.38,1395.6525,1.4127,0.2186,0.8967,26.4475,2054.5269,23.1013
SYM2241,95.68,1055.3849,1.3758,0.2651,0.9169,27.6895,2170.7365,29.1996
SYM2242,163.98,1843.8383,1.3629,0.22,0.213,35.5655,2213.2766,22.722
SYM2243,156.08,1345.7003,1.1833,0.1731,0.9007,28.621,1664.2392,16.8015
SYM2244,93.47,1417.1036,1.1917,0.0849,0.6921,13.9937,1507.963,6.4722
SYM2245,95.38,1047.492,1.3028,0.183,0.9123,22.4225,2183.5889,17.7535
SYM2246,92.35,1297.5828,1.4967,0.1233,0.9107,12.2839,2448.7202,10.486
SYM2247,164.98,892.1429,1.3186,0.2509,0.9296,24.5603,2442.816,27.8721
SYM2248,91.98,1801.8381,1.1977,0.1139,0.8991,21.5868,1943.0781,9.4736
SYM2249,90.85,1302.2124,1.0253,0.1859,0.8963,32.5725,1433.0691,18.4157
SYM2250,83.89,1783.7672,1.141,0.0858,0.9435,20.3502,2047.8049,6.3973
SYM2251,131.51,1558.0233,1.39,0.2339,0.9133,19.1814,2792.8976,25.6236
SYM2252,122.25,1468.9532,1.0957,0.1299,0.3216,24.8844,1897.2057,11.153
SYM2253,90.1,1070.7758,1.1466,0.2721,0.9256,29.4217,2378.2517,31.1014
SYM2254,90.67,1053.2212,1.2336,0.0894,0.9132,10.6682,2188.7586,7.1641
SYM2255,163.04,1338.2595,1.1678,0.099,0.6535,10.9732,1948.4313,9.0137
SYM2256,172.27,1866.3575,1.5093,0.1099,0.8952,14.9086,2408.7236,9.0983
SYM2257,140.1,3244.7099,1.2388,0.1469,0.911,33.6304,1645.2477,13.1122
SYM2258,93.95,2602.2388,1.6219,0.1788,0.7915,20.9245,2797.6366,18.2826
SYM2259,87.03,1400.5725,1.1206,0.1864,0.9255,24.1572,2106.1843,18.8181
SYM2260,156.42,1588.4976,1.2523,0.235,0.8557,17.1029,2097.7321,25.796
SYM2261,118.66,1189.373,1.2698,0.2676,0.9099,30.6411,2215.9277,29.6452
SYM2262,75.01,1104.823,1.2293,0.2058,0.9127,18.5144,1987.2469,21.2788
SYM2263,97.93,1314.216,1.2856,0.2229,0.8795,19.9631,2135.254,24.2771
SYM2264,109.41,1422.1072,1.0777,0.2634,0.8518,33.7673,1679.675,29.4823
SYM2265,95.98,1146.941,1.4129,0.191,0.9206,21.9048,2985.5452,19.258
SYM2266,113.7,2837.2899,1.3229,0.181,0.8824,22.3982,1647.6234,17.6035
SYM2267,95.85,919.6008,1.2451,0.0971,0.8985,11.4182,2283.1537,7.6987
SYM2268,89.3,975.7056,1.2221,0.2781,0.8925,22.3807,2059.0913,31.7707
SYM2269,93.73,927.7455,1.151,0.288,0.9009,21.6707,2290.6689,33.2814
SYM2270,129.64,1292.5338,1.3437,0.1734,0.9304,17.8386,2027.8173,17.0917
SYM2271,85.88,2074.6722,1.2841,0.1875,0.8646,25.0164,1969.0346,18.9522
SYM2272,99.83,1117.6245,1.0396,0.1922,0.9187,24.268,2207.2781,19.3635
SYM2273,89.9,1538.658,1.349,0.1856,0.8935,25.371,2313.0284,18.9999
SYM2274,85.76,1211.7379,1.0172,0.2033,0.76,14.5274,1998.0882,22.1655
SYM2275,144.65,1617.7123,1.3085,0.2549,0.8726,32.4103,1974.4717,27.8269
SYM2276,101.98,1573.3821,1.2917,0.2735,0.8374,32.5688,1864.1453,30.608
SYM2277,102.03,1624.8521,1.3037,0.2684,0.8655,32.162,2107.8732,29.9188
SYM2278,84.71,2515.7056,1.271,0.2111,0.7494,31.7,1792.3128,22.1839
SYM2279,116.9,1113.209,1.2514,0.1907,0.8974,21.055,2697.173,19.4204
SYM2280,122.02,1485.5896,1.2745,0.2522,0.8859,31.811,1796.7145,27.9067
SYM2281,91.93,2801.6634,1.1869,0.2124,0.7945,26.6402,1899.1273,23.028
SYM2282,103.77,1145.1835,1.2713,0.237,0.8996,25.197,2046.7814,26.1235
SYM2283,122.62,1424.8111,1.2562,0.2527,0.8752,31.003,1788.9368,27.9913
SYM2284,89.97,1489.152,1.337,0.2095,0.876,25.8642,2227.4348,21.6853
SYM2285,95.24,1963.0041,1.1756,0.1625,0.8832,25.8688,1607.8865,15.5654
SYM2286,80.15,1085.8473,1.2931,0.1765,0.8837,17.5284,1923.6669,17.8893
SYM2287,97.12,1584.1893,1.3518,0.2091,0.9002,23.7399,1953.4654,21.4414
SYM2288,95.03,1255.6863,1.1614,0.2782,0.8472,23.1618,2120.367,32.522
SYM2289,144.19,1061.4232,1.0335,0.1939,0.8753,24.5521,1647.0835,20.0724
SYM2290,126.01,885.058,1.307,0.2204,0.9181,19.0272,2316.404,23.2714
SYM2291,124.99,867.276,1.2747,0.2958,0.8492,21.4354,2325.5281,34.9291
SYM2292,119.89,594.8805,1.3237,0.3347,0.902,19.5707,2974.1401,39.8913
SYM2293,105.01,1474.3818,1.2952,0.2213,0.927,25.1348,2389.6037,23.0428
SYM2294,89.89,1082.4291,1.2075,0.2223,0.9052,22.2506,2491.6297,23.5023
SYM2295,116.46,1351.9866,1.3179,0.2282,0.9026,26.7481,2222.6805,24.7446
SYM2296,125.9,897.5884,1.253,0.2084,0.9099,18.5877,2304.4284,22.2248
SYM2297,86.02,1667.2085,1.1938,0.1875,0.8267,26.7565,2036.4249,19.1583
SYM2298,96.04,1954.2401,1.261,0.2528,0.8905,47.6301,2175.0383,26.7988
SYM2299,93.92,1135.2088,1.1684,0.2109,0.9054,24.2564,2043.7796,22.2227
SYM2300,117.96,1050.8336,1.3504,0.1621,0.9279,18.9374,2288.1945,15.019
SYM2301,89.99,1407.0119,1.2367,0.1885,0.9133,25.996,2258.1214,18.9014
SYM2302,128.45,1899.0818,1.3194,0.2152,0.8513,28.1395,1983.9619,22.7307
SYM2303,92.34,1622.2796,1.1377,0.1497,0.8115,20.6853,1926.9748,15.7108
SYM2304,80.06,1450.304,1.2676,0.1701,0.8679,18.911,1925.6958,17.0923
SYM2305,79.97,1433.8841,1.241,0.1687,0.9015,24.0615,1730.7616,16.2829
SYM2306,153.8,1461.3127,1.2149,0.2452,0.9135,27.1524,2346.3724,26.5881
SYM2307,128.41,1435.1653,1.3201,0.2468,0.9,33.1941,1863.2989,26.5172
SYM2308,106.59,1096.5274,1.1364,0.1589,0.8714,13.7106,1723.9962,15.5497
SYM2309,114.87,1636.3296,1.4134,0.1507,0.8319,18.7573,2406.8125,13.789
SYM2310,85.98,1592.5345,1.3413,0.1945,0.8021,22.8614,2561.1217,20.4332
SYM2311,82.64,1484.1439,1.0331,0.1467,0.8757,25.5496,1664.9942,14.149
SYM2312,85.02,1894.4721,1.3454,0.2885,0.8469,37.2278,2619.4805,32.6879
SYM2313,150.94,1304.2388,1.2466,0.1764,0.8728,14.0148,2149.9837,17.8794
SYM2314,144.23,1321.3819,1.2415,0.1856,0.8967,23.5734,2104.4871,18.3153
SYM2315,129.71,2037.0759,1.2038,0.2222,0.851,33.3915,1680.1032,23.1641
SYM2316,99.89,1840.2401,1.3074,0.2459,0.8986,38.237,2122.0637,26.1272
SYM2317,178.21,1410.8527,1.3111,0.2,0.9262,27.42,2180.3842,19.8467
SYM2318,150.3,1216.7323,1.2134,0.2479,0.9242,25.9354,2143.8632,27.6981
SYM2319,163.25,1330.421,1.1872,0.212,0.9259,30.3891,2024.1515,21.8207
SYM2320,90.93,1632.4803,1.2149,0.2517,0.8773,34.726,2287.32,27.3494
SYM2321,88.07,1441.5483,1.2306,0.2416,0.894,29.8957,1752.6364,25.5272
SYM2322,89.98,1293.6429,1.2018,0.2222,0.8572,19.3603,2248.4784,24.5388
SYM2323,113.77,2075.3958,1.3022,0.2754,0.8437,38.9787,1930.0655,30.4627
SYM2324,95.03,1313.8435,1.2785,0.2517,0.8875,29.7308,1968.09,27.5797
SYM2325,94.76,1070.9001,1.0452,0.0819,0.9238,12.234,1980.0829,6.6116
SYM2326,166.25,1151.8965,1.227,0.3113,0.9264,34.8447,2384.6688,35.3453
SYM2327,80.07,1223.9182,1.2896,0.2942,0.9345,30.4437,2266.4761,33.428
SYM2328,97.0,1784.1123,1.2025,0.3071,0.8131,41.2252,1978.9663,35.0632
SYM2329,122.47,2469.1386,1.3075,0.2851,0.901,40.7159,2516.0914,31.6778
SYM2330,101.94,1139.3533,1.1745,0.3106,0.9257,39.4888,2030.0783,35.6995
SYM2331,97.67,2307.661,1.3247,0.1745,0.7942,25.3776,1892.6079,17.6774
SYM2332,85.64,2938.8629,1.1895,0.2153,0.8364,42.1054,1970.5562,22.6114
SYM2333,91.01,2192.8367,1.2103,0.239,0.896,37.1868,1804.0496,25.7045
SYM2334,109.12,1285.3622,1.259,0.2975,0.9,32.178,1965.6458,34.0462
SYM2335,85.39,1633.695,1.1728,0.1819,0.8797,26.445,2394.8722,18.3596
SYM2336,135.32,2521.2077,1.1682,0.257,0.8624,38.4664,1917.4839,27.9358
